what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1539788612047
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1539788673454
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1539789545518
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1539789547078
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1539789952436
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1539789986631
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1539790019727
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1539790047214
executed,command,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.project.buildAll",1539790050654
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1539790050924
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1539790053933
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1539790074256
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1539790076397
executed,command,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.project.cleanAction",1539790076397
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1539790076677
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1539790080385
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1539790131434
executed,command,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.project.buildAll",1539790259644
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1539790259913
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1539790263007
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1539790270469
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1539790326950
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1539790418127
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1539790418407
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1539790419107
